timestamp,car0speed,car1speed,car0car1TTC,car0car1distance,car0car1collision
1723656236.658436,0.332850,0.332850,175.956241,117.113710,0
1723656236.698385,0.713250,0.713250,82.082414,117.071872,0
1723656236.738416,1.093650,1.093650,53.497662,116.999600,0
1723656236.778478,1.474050,1.474050,39.655704,116.896896,0
1723656236.818421,1.759350,1.759350,33.196647,116.799897,0
1723656236.858403,2.234850,2.234850,26.087790,116.600190,0
1723656236.898388,2.615250,2.615250,22.255576,116.406186,0
1723656236.938434,2.900550,2.900550,20.037766,116.240712,0
1723656236.978397,3.376050,3.376050,17.169061,115.926884,0
1723656237.018369,3.661350,3.661350,15.802483,115.715764,0
1723656237.058420,4.136850,4.136850,13.938906,115.325855,0
1723656237.098432,4.517250,4.517250,12.726755,114.979691,0
1723656237.138432,4.897650,4.897650,11.699881,114.603096,0
1723656237.178421,5.278050,5.278050,10.818021,114.196068,0
1723656237.218415,5.563350,5.563350,10.234041,113.870826,0
1723656237.258406,6.038850,6.038850,9.380209,113.290717,0
1723656237.298413,6.402333,6.402333,8.808732,112.792851,0
1723656237.338402,6.732462,6.732462,8.337840,112.267261,0
1723656237.378451,7.032297,7.032297,7.943126,111.716491,0
1723656237.418408,7.304619,7.304619,7.607745,111.142850,0
1723656237.458411,7.551953,7.551953,7.319409,110.548440,0
1723656237.498405,7.776590,7.776590,7.068420,109.935165,0
1723656237.538398,7.980615,7.980615,6.848157,109.304754,0
1723656237.578492,8.121250,8.121250,6.700018,108.821654,0
1723656237.618476,8.334216,8.334216,6.479391,107.998676,0
1723656237.658412,8.487072,8.487072,6.322896,107.325733,0
1723656237.698427,8.625901,8.625901,6.181678,106.641131,0
1723656237.738492,8.751991,8.751991,6.052901,105.945940,0
1723656237.778432,8.866511,8.866511,5.934766,105.241132,0
1723656237.818427,8.970522,8.970522,5.826337,104.527588,0
1723656237.858415,9.064989,9.064989,5.725993,103.806112,0
1723656237.898406,9.130105,9.130105,5.655077,103.260239,0
1723656237.938424,9.209929,9.209929,5.566097,102.526590,0
1723656237.978426,9.299487,9.299487,5.463088,101.601033,0
1723656238.018414,9.363768,9.363768,5.385624,100.854466,0
1723656238.058411,9.422150,9.422150,5.312125,100.102995,0
1723656238.098425,9.475174,9.475174,5.242678,99.347071,0
1723656238.138414,9.523333,9.523333,5.176393,98.587102,0
1723656238.178480,9.567073,9.567073,5.112586,97.823460,0
1723656238.218409,9.606799,9.606799,5.051507,97.056481,0
1723656238.258411,9.642880,9.642880,4.993097,96.286473,0
1723656238.298433,9.675650,9.675650,4.936197,95.513715,0
1723656238.338402,9.705413,9.705413,4.880776,94.738458,0
1723656238.378434,9.725929,9.725929,4.840463,94.155513,0
1723656238.418424,9.756996,9.756996,4.775699,93.181337,0
1723656238.458437,9.779295,9.779295,4.724812,92.399874,0
1723656238.498418,9.799547,9.799547,4.674677,91.616712,0
1723656238.538363,9.817941,9.813507,4.631869,90.930160,0
1723656238.578446,9.834647,9.834647,4.578457,90.045890,0
1723656238.618420,9.849820,9.849820,4.531421,89.258503,0
1723656238.658443,9.863601,9.863601,4.484772,88.469959,0
1723656238.698452,9.876117,9.876117,4.439064,87.680364,0
1723656238.738403,9.887485,9.884745,4.399937,86.988674,0
1723656238.778429,9.897810,9.897810,4.349855,86.098397,0
1723656238.818435,9.907187,9.907187,4.305398,85.306195,0
1723656238.858444,9.915704,9.915704,4.261622,84.513276,0
1723656238.898429,9.923439,9.923439,4.218703,83.719706,0
1723656238.938427,9.930464,9.930464,4.175727,82.925547,0
1723656238.978424,9.936845,9.936845,4.132742,82.130852,0
1723656239.018502,9.941243,9.941243,4.100830,81.534509,0
1723656239.058409,9.947904,9.947904,4.048549,80.540045,0
1723656239.098493,9.952684,9.952684,4.006613,79.744021,0
1723656239.138427,9.957026,9.957026,3.964543,78.947633,0
1723656239.178445,9.960969,9.960969,3.922862,78.150913,0
1723656239.218459,9.963687,9.963687,3.892115,77.553173,0
1723656239.258500,9.967804,9.967804,3.840702,76.556595,0
1723656239.298419,9.970758,9.970758,3.799245,75.759054,0
1723656239.338442,9.973441,9.973441,3.758053,74.961287,0
1723656239.378452,9.975878,9.975878,3.717473,74.163313,0
1723656239.418446,9.978092,9.978092,3.676794,73.365154,0
1723656239.458431,9.980102,9.980102,3.635778,72.566827,0
1723656239.498465,9.981928,9.981928,3.594919,71.768347,0
1723656239.538447,9.983586,9.983586,3.554605,70.969726,0
1723656239.578437,9.985093,9.985093,3.514275,70.170979,0
1723656239.618430,9.986460,9.986460,3.473553,69.372119,0
1723656239.658455,9.987403,9.987403,3.443022,68.772905,0
1723656239.698454,9.988831,9.988831,3.392703,67.774093,0
1723656239.738442,9.989856,9.989856,3.352602,66.974945,0
1723656239.778463,9.990787,9.990787,3.312097,66.175721,0
1723656239.818409,9.991632,9.991429,3.276648,65.476341,0
1723656239.858420,9.992400,9.992400,3.231466,64.577065,0
1723656239.898426,9.993098,9.993098,3.191527,63.777645,0
1723656239.938415,9.993731,9.993578,3.156270,63.078110,0
1723656239.978447,9.994306,9.994306,3.110740,62.178656,0
1723656240.018437,9.994829,9.994829,3.070639,61.379091,0
1723656240.058423,9.995303,9.995303,3.030792,60.579486,0
1723656240.098437,9.995734,9.995734,2.990568,59.779845,0
1723656240.138459,9.996126,9.996126,2.950202,58.980173,0
1723656240.178488,9.996481,9.996481,2.910113,58.180470,0
1723656240.218431,9.996804,9.996804,2.870323,57.380739,0
1723656240.258463,9.997097,9.997097,2.830196,56.580984,0
1723656240.298430,9.997364,9.997364,2.789873,55.781209,0
1723656240.338462,9.997606,9.997606,2.749759,54.981412,0
1723656240.378431,9.997825,9.997825,2.709980,54.181595,0
1723656240.418467,9.998025,9.998025,2.669930,53.381762,0
1723656240.458507,9.998206,9.998206,2.629658,52.581915,0
1723656240.498436,9.998371,9.998371,2.589541,51.782054,0
1723656240.538427,9.998520,9.998520,2.549743,50.982178,0
1723656240.578429,9.998656,9.998656,2.509740,50.182292,0
1723656240.618443,9.998779,9.998779,2.469563,49.382397,0
1723656240.658434,9.998891,9.998891,2.429416,48.582492,0
1723656240.698431,9.998993,9.998993,2.389608,47.782576,0
1723656240.738525,9.999085,9.999085,2.349632,46.982654,0
1723656240.778445,9.999169,9.999169,2.309433,46.182727,0
1723656240.818468,9.999246,9.999246,2.269327,45.382792,0
1723656240.858438,9.999315,9.999315,2.229486,44.582850,0
1723656240.898438,9.999378,9.999378,2.189537,43.782903,0
1723656240.938433,9.999435,9.999435,2.149376,42.982953,0
1723656240.978476,9.999487,9.999487,2.109282,42.182998,0
1723656241.018471,9.999534,9.999534,2.069420,41.383038,0
1723656241.058439,9.999566,9.999566,2.039493,40.783065,0
1723656241.098466,9.999615,9.999615,1.989344,39.783109,0
1723656241.138472,9.999651,9.999651,1.949247,38.983141,0
1723656241.178445,9.999683,9.999683,1.909367,38.183168,0
1723656241.218448,9.999712,9.999712,1.869435,37.383193,0
1723656241.258523,9.999738,9.999738,1.829308,36.583217,0
1723656241.298444,9.999762,9.999762,1.789212,35.783239,0
1723656241.338470,9.999784,9.999784,1.749330,34.983257,0
1723656241.378465,9.999804,9.999804,1.709416,34.183274,0
1723656241.418550,9.999822,9.999822,1.669303,33.383292,0
1723656241.458457,9.999838,9.999838,1.629200,32.583308,0
1723656241.498481,9.999853,9.999853,1.589292,31.783321,0
1723656241.538469,9.999867,9.999867,1.549400,30.983333,0
1723656241.578446,9.999879,9.999879,1.509311,30.183346,0
1723656241.618472,9.999890,9.999890,1.469198,29.383358,0
1723656241.658477,9.999900,9.999900,1.429250,28.583367,0
1723656241.698404,9.999909,9.999907,1.394347,27.883374,0
1723656241.738477,9.999918,9.999918,1.349301,26.983384,0
1723656241.778469,9.999925,9.999925,1.309197,26.183393,0
1723656241.818483,9.999930,9.999930,1.279201,25.583398,0
1723656241.858464,9.999938,9.999938,1.229337,24.583405,0
1723656241.898477,9.999944,9.999944,1.189299,23.783412,0
1723656241.938464,9.999949,9.999949,1.149201,22.983419,0
1723656241.978470,9.999954,9.999954,1.109203,22.183425,0
1723656242.018477,9.999957,9.999957,1.079284,21.583428,0
1723656242.058474,9.999962,9.999962,1.029285,20.583433,0
1723656242.098476,9.999965,9.999965,0.989202,19.783438,0
1723656242.138452,9.999969,9.999969,0.949191,18.983443,0
1723656242.178480,9.999971,9.999971,0.919259,18.383445,0
1723656242.218493,9.999974,9.999974,0.869281,17.383449,0
1723656242.258472,9.999976,9.999976,0.829208,16.583454,0
1723656242.298496,9.999979,9.999979,0.789181,15.783459,0
1723656242.338574,9.999980,9.999980,0.759229,15.183460,0
1723656242.378461,9.999982,9.999982,0.709260,14.183463,0
1723656242.418472,9.714683,9.999984,0.679107,13.387746,0
1723656242.458474,9.334283,9.999985,0.652048,12.606769,0
1723656242.498492,8.953883,9.999987,0.624807,11.841006,0
1723656242.538459,8.573483,9.999988,0.597250,11.090460,0
1723656242.578462,8.193083,9.999989,0.569303,10.355134,0
1723656242.618466,7.812683,9.999990,0.540993,9.635030,0
1723656242.658458,7.432283,9.999991,0.512341,8.930145,0
1723656242.698564,7.051883,9.904892,0.486052,8.240953,0
1723656242.738468,6.671483,9.524492,0.467917,7.577910,0
1723656242.778469,6.291083,9.144092,0.449990,6.945292,0
1723656242.818460,5.910683,8.763692,0.432328,6.343101,0
1723656242.858498,5.625383,8.478392,0.419256,5.911430,0
1723656242.898467,5.149883,8.002892,0.397817,5.230030,0
1723656242.938474,4.769483,7.622492,0.381002,4.719162,0
1723656242.978466,4.389083,7.242092,0.364575,4.238743,0
1723656243.018484,4.008683,6.861692,0.348638,3.788766,0
1723656243.058539,3.628283,6.481292,0.333331,3.369220,0
1723656243.098494,3.247883,6.100892,0.318836,2.980098,0
1723656243.138496,2.867483,5.720492,0.305324,2.621397,0
1723656243.178469,2.487083,5.340092,0.293050,2.293119,0
1723656243.218468,2.106683,4.959692,0.282428,1.995269,0
1723656243.258490,1.726283,4.579292,0.274065,1.727851,0
1723656243.298488,1.345883,4.198892,0.268900,1.490864,0
1723656243.338493,1.060583,3.913592,0.268011,1.333093,0
1723656243.378470,0.585083,3.438092,0.275450,1.108176,0
1723656243.418487,0.260204,3.057692,0.289938,0.961966,0
1723656243.458501,0.138181,2.772392,0.298487,0.868721,0
1723656243.498504,0.048121,2.296892,0.314658,0.737729,0
1723656243.538524,0.025555,2.011592,0.330004,0.672048,0
1723656243.578508,0.008899,1.536092,0.377221,0.582588,0
1723656243.618471,0.003827,1.155692,0.455983,0.528526,1
1723656243.658507,0.002032,0.870392,0.571128,0.498061,1
1723656243.698458,0.000874,0.489992,0.959584,0.470810,1
1723656243.738498,0.000304,0.170639,2.666504,0.455596,1
1723656243.778497,0.000162,0.090617,4.979245,0.451784,1
1723656243.818528,0.000070,0.038969,11.515512,0.449324,1
1723656243.858497,0.000030,0.016758,26.714640,0.448266,1
1723656243.898474,0.000010,0.005836,76.622550,0.447745,1
1723656243.938477,0.000004,0.002510,178.111493,0.447587,1
1723656243.978477,0.000002,0.001079,414.109124,0.447519,1
1723656244.018482,0.000001,0.000464,962.886947,0.447489,1
1723656244.058517,0.000000,0.000200,2238.989163,0.447477,1
1723656244.098510,0.000000,0.000106,4216.133471,0.447472,1
1723656244.138492,0.000000,0.000037,12106.602909,0.447469,1
1723656244.178495,0.000000,0.000016,28152.063700,0.447468,1
1723656244.218491,0.000000,0.000007,65463.425805,0.447468,1
1723656244.258539,0.000000,0.000004,123272.233198,0.447468,1
1723656244.298510,0.000000,0.000001,353978.017358,0.447467,1
1723656244.338495,0.000000,0.000001,823123.819524,0.447467,1
1723656244.378556,0.000000,0.000000,1550000.507655,0.447467,1
1723656244.418525,0.000000,0.000000,3604298.433516,0.447467,1
1723656244.458492,0.000000,0.000000,10349798.085109,0.447467,1
1723656244.498488,0.000000,0.000000,19489404.030547,0.447467,1
1723656244.538508,0.000000,0.000000,55964122.186037,0.447467,1
1723656244.578514,0.000000,0.000000,130136345.349364,0.447467,1
1723656244.618515,0.000000,0.000000,302612954.943964,0.447467,1
1723656244.658489,0.000000,0.000000,703681974.969712,0.447467,1
1723656244.698518,0.000000,0.000000,1636309066.854841,0.447467,1
1723656244.738600,0.000000,0.000000,3081286062.662834,0.447467,1
1723656244.778491,0.000000,0.000000,8847960137.881462,0.447467,1
1723656244.818526,0.000000,0.000000,20574631598.204514,0.447467,1
1723656244.858525,0.000000,0.000000,47843283514.602852,0.447467,1
1723656244.898498,0.000000,0.000000,111252527975.282333,0.447467,1
1723656244.938545,0.000000,0.000000,209496403115.184967,0.447467,1
1723656244.978520,0.000000,0.000000,487153111913.601685,0.447467,1
1723656245.018524,0.000000,0.000000,1132803002429.780273,0.447467,1
1723656245.058575,0.000000,0.000000,2634166981451.147461,0.447467,1
1723656245.098504,0.000000,0.000000,7564050845865.130859,0.447467,1
1723656245.138516,0.000000,0.000000,17589089136821.011719,0.447467,1
1723656245.178514,0.000000,0.000000,40900843075658.921875,0.447467,1
1723656245.218524,0.000000,0.000000,77019189268530.890625,0.447467,1
1723656245.258520,0.000000,0.000000,221161782011837.156250,0.447467,1
1723656245.298509,0.000000,0.000000,514279236976686.625000,0.447467,1
1723656245.338515,0.000000,0.000000,1195880821629332.000000,0.447467,1
1723656245.378609,0.000000,0.000000,2780845184317011.500000,0.447467,1
1723656245.418512,0.000000,0.000000,6466446989762011.000000,0.447467,1
1723656245.458524,0.000000,0.000000,12176778451195252.000000,0.447467,1
1723656245.498518,0.000000,0.000000,34965805885599252.000000,0.447467,1
1723656245.538578,0.000000,0.000000,81307845358916800.000000,0.447467,1
1723656245.578516,0.000000,0.000000,189069450838319488.000000,0.447467,1
1723656245.618509,0.000000,0.000000,439653234967730048.000000,0.447467,1
1723656245.658516,0.000000,0.000000,1022349015986109440.000000,0.447467,1
1723656245.698512,0.000000,0.000000,2377322460880975872.000000,0.447467,1
1723656245.738534,0.000000,0.000000,4476666855698345984.000000,0.447467,1
1723656245.778483,0.000000,0.000000,10409831182424395776.000000,0.447467,1
1723656245.818525,0.000000,0.000000,29891989731551784960.000000,0.447467,1
